UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,Id,DEST_AIRPORT_ID,Target,MONTH
Empire Airlines Inc.,12896,LBB,10194,AFW,3
Empire Airlines Inc.,12956,LGD,14054,PDT,3
Empire Airlines Inc.,12982,LIH,12173,HNL,3
Empire Airlines Inc.,13024,LMT,14057,PDX,3
Empire Airlines Inc.,13127,LWS,11884,GEG,3
Empire Airlines Inc.,13158,MAF,12896,LBB,3
Empire Airlines Inc.,13264,MFR,13024,LMT,3
Empire Airlines Inc.,13486,MSO,12003,GTF,3
Empire Airlines Inc.,13540,MVW,14747,SEA,3
Empire Airlines Inc.,13546,MWH,11470,EAT,3
Empire Airlines Inc.,13785,NYL,13785,NYL,3
Empire Airlines Inc.,13890,ONP,11198,CVO,3
Empire Airlines Inc.,13891,ONT,14689,SBA,3
Empire Airlines Inc.,13964,OTH,11603,EUG,3
Empire Airlines Inc.,14054,PDT,11884,GEG,3
Empire Airlines Inc.,14057,PDX,13024,LMT,3
Empire Airlines Inc.,14107,PHX,11695,FLG,3
Empire Airlines Inc.,14252,PSC,11884,GEG,3
Empire Airlines Inc.,14457,RAP,11775,FSD,3
Empire Airlines Inc.,14467,RBG,11603,EUG,3
Empire Airlines Inc.,14489,RDM,11603,EUG,3
Empire Airlines Inc.,14689,SBA,13891,ONT,3
Empire Airlines Inc.,14747,SEA,10666,BLI,3
Empire Airlines Inc.,14869,SLC,12280,IDA,3
Empire Airlines Inc.,14871,SLE,14057,PDX,3
Empire Airlines Inc.,15370,TUL,10194,AFW,3
Empire Airlines Inc.,16101,YKM,11884,GEG,3
Miami Air International,10397,ATL,10599,BHM,3
Miami Air International,10540,BED,13342,MKE,3
Miami Air International,10599,BHM,10821,BWI,3
Miami Air International,10615,BIF,12951,LFT,3
Miami Air International,10693,BNA,12264,IAD,3
Miami Air International,10721,BOS,15249,TLH,3
Miami Air International,10868,CAE,12339,IND,3
Miami Air International,11057,CLT,11267,DAY,3
Miami Air International,11066,CMH,13303,MIA,3
Miami Air International,11259,DAL,10397,ATL,3
Miami Air International,11292,DEN,11433,DTW,3
Miami Air International,11423,DSM,11267,DAY,3
Miami Air International,11433,DTW,12451,JAX,3
Miami Air International,11618,EWR,10540,BED,3
Miami Air International,11648,FCA,11292,DEN,3
Miami Air International,11764,FRG,14869,SLC,3
Miami Air International,11953,GNV,13244,MEM,3
Miami Air International,11996,GSP,11618,EWR,3
Miami Air International,12094,HDN,14683,SAT,3
Miami Air International,12191,HOU,14683,SAT,3
Miami Air International,12216,HST,13303,MIA,3
Miami Air International,12264,IAD,13851,OKC,3
Miami Air International,12266,IAH,11259,DAL,3
Miami Air International,12339,IND,11540,ELP,3
Miami Air International,12448,JAN,11540,ELP,3
Miami Air International,12451,JAX,11267,DAY,3
Miami Air International,12878,LAF,14869,SLC,3
Miami Air International,12954,LGB,14679,SAN,3
Miami Air International,13029,LNK,13303,MIA,3
Miami Air International,13204,MCO,10599,BHM,3
Miami Air International,13230,MDT,14112,PIE,3
Miami Air International,13232,MDW,13930,ORD,3
Miami Air International,13244,MEM,11423,DSM,3
Miami Air International,13290,MHK,10599,BHM,3
Miami Air International,13303,MIA,10397,ATL,3
Miami Air International,13342,MKE,10693,BNA,3
Miami Air International,13485,MSN,11618,EWR,3
Miami Air International,13495,MSY,11298,DFW,3
Miami Air International,13671,NHK,14683,SAT,3
Miami Air International,13736,NQX,12264,IAD,3
Miami Air International,13851,OKC,14730,SDF,3
Miami Air International,13930,ORD,11267,DAY,3
Miami Air International,14027,PBI,13303,MIA,3
Miami Air International,14100,PHL,11267,DAY,3
Miami Air International,14122,PIT,11618,EWR,3
Miami Air International,14197,POB,11003,CID,3
Miami Air International,14307,PVD,11618,EWR,3
Miami Air International,14492,RDU,10721,BOS,3
Miami Air International,14533,RIV,14869,SLC,3
Miami Air International,14635,RSW,13303,MIA,3
Miami Air International,14679,SAN,12094,HDN,3
Miami Air International,14683,SAT,11267,DAY,3
Miami Air International,14761,SFB,12451,JAX,3
Miami Air International,14831,SJC,11884,GEG,3
Miami Air International,15016,STL,11057,CLT,3
Miami Air International,15096,SYR,11618,EWR,3
Miami Air International,15249,TLH,10792,BUF,3
Miami Air International,15304,TPA,10693,BNA,3
Miami Air International,14112,PIE,14832,SJD,3
Miami Air International,14739,SDQ,13244,MEM,3
Miami Air International,14832,SJD,11259,DAL,3
Miami Air International,14843,SJU,13303,MIA,3
Miami Air International,15513,UVF,13303,MIA,3
Miami Air International,16149,YOW,14122,PIT,3
Miami Air International,16217,YUL,14307,PVD,3
Miami Air International,16229,YVR,11433,DTW,3
Emirates,11455,DXB,12266,IAH,3
Emirates,12478,JFK,11455,DXB,3
Bemidji Airlines,10631,BJI,10739,BRD,3
Bemidji Airlines,10739,BRD,13487,MSP,3
Bemidji Airlines,13487,MSP,10631,BJI,3
Kalitta Air LLC,10971,CGO,10299,ANC,3
Kalitta Air LLC,11193,CVG,10299,ANC,3
Kalitta Air LLC,11298,DFW,11193,CVG,3
Kalitta Air LLC,11540,ELP,11193,CVG,3
Kalitta Air LLC,12143,HKG,10299,ANC,3
Kalitta Air LLC,12758,KOA,12892,LAX,3
Kalitta Air LLC,12892,LAX,11193,CVG,3
Kalitta Air LLC,13061,LRD,11540,ELP,3
Kalitta Air LLC,10292,AMS,12478,JFK,3
Kalitta Air LLC,10752,BRU,11193,CVG,3
Kalitta Air LLC,12277,ICN,10299,ANC,3
Kalitta Air LLC,12395,IST,12478,JFK,3
Kalitta Air LLC,12938,LEJ,11193,CVG,3
Kalitta Air LLC,12957,LGG,12478,JFK,3
Kalitta Air LLC,13957,OST,12478,JFK,3
Kalitta Air LLC,14309,PVG,10299,ANC,3
Kalitta Air LLC,14717,SCL,13303,MIA,3
Kalitta Air LLC,14771,SFO,12277,ICN,3
Kalitta Air LLC,14918,SNN,10397,ATL,3
Kalitta Air LLC,15567,VCP,13303,MIA,3
Kalitta Air LLC,15868,WUH,10299,ANC,3
Kalitta Air LLC,16085,YHZ,12478,JFK,3
"Eastern Airlines f/k/a Dynamic Airways, LLC",11995,GSO,13303,MIA,3
"Eastern Airlines f/k/a Dynamic Airways, LLC",11868,GCM,13303,MIA,3
"Eastern Airlines f/k/a Dynamic Airways, LLC",13180,MBJ,13303,MIA,3
"Eastern Airlines f/k/a Dynamic Airways, LLC",16271,YYZ,13303,MIA,3
Rhoades Aviation dba Transair,13830,OGG,12173,HNL,3
"Air Charter, Inc d/b/a Air Flamenco",11126,CPX,15626,VQS,3
"Air Charter, Inc d/b/a Air Flamenco",14819,SIG,11126,CPX,3
"Air Charter, Inc d/b/a Air Flamenco",15626,VQS,14819,SIG,3
Southern Air Inc.,13198,MCI,11193,CVG,3
Southern Air Inc.,13295,MHR,11193,CVG,3
Southern Air Inc.,13871,OMA,15016,STL,3
Southern Air Inc.,14512,RFD,11193,CVG,3
Southern Air Inc.,14838,SJO,13061,LRD,3
Southern Air Inc.,16232,YWG,11193,CVG,3
Federal Express Corporation,10135,ABE,10434,AVP,3
Federal Express Corporation,10136,ABI,12896,LBB,3
Federal Express Corporation,10141,ABR,11775,FSD,3
Federal Express Corporation,10154,ACK,14307,PVD,3
Federal Express Corporation,10157,ACV,14893,SMF,3
Federal Express Corporation,10170,ADQ,10299,ANC,3
Federal Express Corporation,10257,ALB,11618,EWR,3
Federal Express Corporation,10333,APN,11721,FNT,3
Federal Express Corporation,10347,ARA,13244,MEM,3
Federal Express Corporation,10408,ATW,13342,MKE,3
Federal Express Corporation,10423,AUS,10194,AFW,3
Federal Express Corporation,10434,AVP,13230,MDT,3
Federal Express Corporation,10529,BDL,10535,BDR,3
Federal Express Corporation,10558,BFF,11122,CPR,3
Federal Express Corporation,10561,BFL,13891,ONT,3
Federal Express Corporation,10562,BFM,13244,MEM,3
Federal Express Corporation,10581,BGR,14231,PQI,3
Federal Express Corporation,10617,BIH,12436,IYK,3
Federal Express Corporation,10620,BIL,10713,BOI,3
Federal Express Corporation,10627,BIS,11315,DIK,3
Federal Express Corporation,10654,BKW,12223,HTS,3
Federal Express Corporation,10685,BMI,11823,FWA,3
Federal Express Corporation,10713,BOI,11122,CPR,3
Federal Express Corporation,10732,BQN,13244,MEM,3
Federal Express Corporation,10785,BTV,13244,MEM,3
Federal Express Corporation,10792,BUF,11823,FWA,3
Federal Express Corporation,10800,BUR,12339,IND,3
Federal Express Corporation,10817,BWD,10423,AUS,3
Federal Express Corporation,10821,BWI,11618,EWR,3
Federal Express Corporation,10849,BZN,12003,GTF,3
Federal Express Corporation,10918,CDC,12889,LAS,3
Federal Express Corporation,10930,CEC,10157,ACV,3
Federal Express Corporation,10980,CHA,13244,MEM,3
Federal Express Corporation,10994,CHS,12451,JAX,3
Federal Express Corporation,11002,CIC,14893,SMF,3
Federal Express Corporation,11003,CID,11423,DSM,3
Federal Express Corporation,11013,CIU,11986,GRR,3
Federal Express Corporation,11042,CLE,11577,ERI,3
Federal Express Corporation,11049,CLL,12266,IAH,3
Federal Express Corporation,11076,CMX,11587,ESC,3
Federal Express Corporation,11097,COD,11122,CPR,3
Federal Express Corporation,11109,COS,11921,GJT,3
Federal Express Corporation,11122,CPR,10558,BFF,3
Federal Express Corporation,11150,CSG,10397,ATL,3
Federal Express Corporation,11203,CWA,13342,MKE,3
Federal Express Corporation,11267,DAY,13244,MEM,3
Federal Express Corporation,11308,DHN,13244,MEM,3
Federal Express Corporation,11315,DIK,11637,FAR,3
Federal Express Corporation,11337,DLH,13487,MSP,3
Federal Express Corporation,11415,DRT,14683,SAT,3
Federal Express Corporation,11468,EAR,13871,OMA,3
Federal Express Corporation,11537,ELM,14576,ROC,3
Federal Express Corporation,11587,ESC,13342,MKE,3
Federal Express Corporation,11617,EWN,14492,RDU,3
Federal Express Corporation,11624,EYW,11697,FLL,3
Federal Express Corporation,11637,FAR,10408,ATW,3
Federal Express Corporation,11638,FAT,13244,MEM,3
Federal Express Corporation,11697,FLL,10868,CAE,3
Federal Express Corporation,11721,FNT,10333,APN,3
Federal Express Corporation,11823,FWA,13244,MEM,3
Federal Express Corporation,11867,GCK,12278,ICT,3
Federal Express Corporation,11921,GJT,11109,COS,3
Federal Express Corporation,11980,GRI,12899,LBF,3
Federal Express Corporation,11986,GRR,11013,CIU,3
Federal Express Corporation,12206,HRL,10194,AFW,3
Federal Express Corporation,12217,HSV,13244,MEM,3
Federal Express Corporation,12223,HTS,10693,BNA,3
Federal Express Corporation,12323,ILM,14492,RDU,3
Federal Express Corporation,12335,IMT,13342,MKE,3
Federal Express Corporation,12363,IPL,14679,SAN,3
Federal Express Corporation,12365,IPT,13230,MDT,3
Federal Express Corporation,12389,ISN,11637,FAR,3
Federal Express Corporation,12436,IYK,13891,ONT,3
Federal Express Corporation,12441,JAC,14869,SLC,3
Federal Express Corporation,12492,JHM,12173,HNL,3
Federal Express Corporation,12889,LAS,10918,CDC,3
Federal Express Corporation,12899,LBF,11980,GRI,3
Federal Express Corporation,12917,LCK,10792,BUF,3
Federal Express Corporation,12951,LFT,13244,MEM,3
Federal Express Corporation,12992,LIT,13244,MEM,3
Federal Express Corporation,13034,LNY,12173,HNL,3
Federal Express Corporation,13246,MEO,13931,ORF,3
Federal Express Corporation,13296,MHT,13244,MEM,3
Federal Express Corporation,13347,MKK,12173,HNL,3
Federal Express Corporation,13433,MOT,10627,BIS,3
Federal Express Corporation,13459,MQT,13342,MKE,3
Federal Express Corporation,13461,MQY,12339,IND,3
Federal Express Corporation,13476,MRY,13796,OAK,3
Federal Express Corporation,13501,MTH,11624,EYW,3
Federal Express Corporation,13541,MVY,14307,PVD,3
Federal Express Corporation,13577,MYR,10868,CAE,3
Federal Express Corporation,13796,OAK,10194,AFW,3
Federal Express Corporation,13862,OLF,12003,GTF,3
Federal Express Corporation,13931,ORF,13244,MEM,3
Federal Express Corporation,14004,PAE,12339,IND,3
Federal Express Corporation,14113,PIH,12280,IDA,3
Federal Express Corporation,14120,PIR,11775,FSD,3
Federal Express Corporation,14150,PLN,10333,APN,3
Federal Express Corporation,14231,PQI,10581,BGR,3
Federal Express Corporation,14321,PWM,10581,BGR,3
Federal Express Corporation,14487,RDD,10157,ACV,3
Federal Express Corporation,14520,RHI,13342,MKE,3
Federal Express Corporation,14524,RIC,12339,IND,3
Federal Express Corporation,14543,RKS,11122,CPR,3
Federal Express Corporation,14570,RNO,10713,BOI,3
Federal Express Corporation,14574,ROA,13244,MEM,3
Federal Express Corporation,14576,ROC,11537,ELM,3
Federal Express Corporation,14588,ROW,12896,LBB,3
Federal Express Corporation,14633,RST,11775,FSD,3
Federal Express Corporation,14685,SAV,13244,MEM,3
Federal Express Corporation,14691,SBD,13244,MEM,3
Federal Express Corporation,14696,SBN,12339,IND,3
Federal Express Corporation,14698,SBP,13891,ONT,3
Federal Express Corporation,14704,SBY,10821,BWI,3
Federal Express Corporation,14711,SCE,14122,PIT,3
Federal Express Corporation,14730,SDF,13244,MEM,3
Federal Express Corporation,14783,SGF,13244,MEM,3
Federal Express Corporation,14794,SGU,12889,LAS,3
Federal Express Corporation,14814,SHV,10194,AFW,3
Federal Express Corporation,14842,SJT,10423,AUS,3
Federal Express Corporation,14893,SMF,10157,ACV,3
Federal Express Corporation,14905,SMX,13891,ONT,3
Federal Express Corporation,14908,SNA,13244,MEM,3
Federal Express Corporation,15024,STT,14843,SJU,3
Federal Express Corporation,15027,STX,14843,SJU,3
Federal Express Corporation,15041,SUN,14869,SLC,3
Federal Express Corporation,15070,SWF,13230,MDT,3
Federal Express Corporation,15376,TUS,13244,MEM,3
Federal Express Corporation,15380,TVC,11986,GRR,3
Federal Express Corporation,15381,TVF,11637,FAR,3
Federal Express Corporation,15389,TWF,14869,SLC,3
Federal Express Corporation,15412,TYS,10693,BNA,3
Federal Express Corporation,15458,UKI,14893,SMF,3
Federal Express Corporation,15525,UXK,13796,OAK,3
Federal Express Corporation,15601,VIS,13796,OAK,3
Federal Express Corporation,13788,VQQ,13244,MEM,3
Federal Express Corporation,16042,YEG,13244,MEM,3
Federal Express Corporation,16128,YMX,12339,IND,3
Federal Express Corporation,16257,YYC,12003,GTF,3
Federal Express Corporation,10711,BOG,13244,MEM,3
Federal Express Corporation,11874,GDL,13244,MEM,3
Federal Express Corporation,13514,MTY,13244,MEM,3
Federal Express Corporation,15246,TLC,13244,MEM,3
Federal Express Corporation,10920,CDG,11618,EWR,3
Federal Express Corporation,10970,CGN,13244,MEM,3
Federal Express Corporation,11760,FRA,13244,MEM,3
Federal Express Corporation,13560,MXP,13244,MEM,3
Federal Express Corporation,15018,STN,12339,IND,3
Federal Express Corporation,10877,CAN,10299,ANC,3
Federal Express Corporation,12016,GUM,14309,PVG,3
Federal Express Corporation,12699,KIX,10299,ANC,3
Federal Express Corporation,13744,NRT,10299,ANC,3
Federal Express Corporation,15306,TPE,10299,ANC,3
Grand Canyon Helicopters,10661,BLD,10011,1G4,3
Polar Air Cargo Airways,13694,NGO,11193,CVG,3
USA Jet Airlines Inc.,10747,BRO,11721,FNT,3
USA Jet Airlines Inc.,10874,CAK,13061,LRD,3
USA Jet Airlines Inc.,11146,CRW,13198,MCI,3
USA Jet Airlines Inc.,12055,GYY,16091,YIP,3
USA Jet Airlines Inc.,12598,JZT,16091,YIP,3
USA Jet Airlines Inc.,13151,LZU,10317,AOH,3
USA Jet Airlines Inc.,13256,MFE,11042,CLE,3
USA Jet Airlines Inc.,15356,TTN,10980,CHA,3
USA Jet Airlines Inc.,16091,YIP,10194,AFW,3
USA Jet Airlines Inc.,11577,ERI,10638,BJX,3
USA Jet Airlines Inc.,13306,MID,13061,LRD,3
USA Jet Airlines Inc.,16477,QRO,16091,YIP,3
USA Jet Airlines Inc.,16078,YHM,12055,GYY,3
Omni Air International LLC,10982,CHD,11109,COS,3
Omni Air International LLC,13587,MZJ,10821,BWI,3
Martinair Holland N.V.,11625,EZE,13303,MIA,4
Martinair Holland N.V.,12986,LIM,13303,MIA,4
Martinair Holland N.V.,15455,UIO,13303,MIA,4
Aerounion Aerotransporte de Carga Union SA de CV,13252,MEX,11193,CVG,3
Silk Way West Airlines,10482,GYD,10397,ATL,3
Qatar Airways (Q.C.S.C),11369,DOH,10397,ATL,4
Singapore Airlines Ltd.,14824,SIN,11298,DFW,4
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",11869,GCN,10011,1G4,7
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",16428,L41,10011,1G4,7
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",14081,PGA,10011,1G4,7
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",14712,SCF,11869,GCN,7
Miami Air International,11982,GRK,11697,FLL,8
Miami Air International,13076,LSE,14321,PWM,8
Miami Air International,14259,PSM,13303,MIA,8
Miami Air International,15057,SVN,10990,CHO,8
Miami Air International,11888,GEO,13303,MIA,8
Miami Air International,12197,HPN,14293,PUJ,8
Miami Air International,13602,NAN,12173,HNL,8
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",10011,1G4,11399,DQS,8
Aerounion Aerotransporte de Carga Union SA de CV,12010,GUA,13303,MIA,8
SkyLink Express Inc.,10559,BFI,16229,YVR,8
Transportes Aereos Mercantiles Panamericanos S.A,13218,MDE,13303,MIA,8
Alia-(The) Royal Jordanian,10287,AMM,12478,JFK,8
AirBridgeCargo Airlines Limited,15058,SVO,11298,DFW,8
Cargojet Airways Ltd.,10521,BDA,11618,EWR,8
United Parcel Service,10146,ABY,12451,JAX,9
United Parcel Service,12884,LAN,14730,SDF,9
United Parcel Service,14108,PIA,14512,RFD,9
United Parcel Service,14193,PNS,10146,ABY,9
United Parcel Service,11548,EMA,14100,PHL,9
United Parcel Service,13269,MGA,13303,MIA,9
United Parcel Service,13605,NAS,13303,MIA,9
United Parcel Service,14286,PTY,13303,MIA,9
United Parcel Service,14677,SAL,13303,MIA,9
United Parcel Service,14681,SAP,13303,MIA,9
United Parcel Service,15113,SZX,10299,ANC,9
Air Transport International,12324,ILN,11298,DFW,9
Air Transport International,14716,SCK,10135,ABE,9
ABX Air Inc,12651,KEF,15842,WRI,9
ABX Air Inc,13618,NBW,13667,NGU,9
ABX Air Inc,13667,NGU,13618,NBW,9
ABX Air Inc,15842,WRI,13667,NGU,9
"ADVANCED AIR, LLC",10857,C01,12127,HHR,9
"ADVANCED AIR, LLC",12127,HHR,10857,C01,9
Alaska Airlines Inc.,10165,ADK,10299,ANC,9
Alaska Airlines Inc.,10551,BET,10170,ADQ,9
Alaska Airlines Inc.,10754,BRW,10299,ANC,9
Alaska Airlines Inc.,10926,CDV,12523,JNU,9
Alaska Airlines Inc.,12523,JNU,10299,ANC,9
Alaska Airlines Inc.,12819,KTN,10299,ANC,9
Alaska Airlines Inc.,13873,OME,10170,ADQ,9
Alaska Airlines Inc.,13970,OTZ,10299,ANC,9
Alaska Airlines Inc.,14256,PSG,10299,ANC,9
Alaska Airlines Inc.,14709,SCC,10299,ANC,9
Alaska Airlines Inc.,14828,SIT,10299,ANC,9
Alaska Airlines Inc.,15841,WRG,12523,JNU,9
Alaska Airlines Inc.,15991,YAK,10299,ANC,9
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",10463,AZ1,10463,AZ1,1
Mesa Airlines Inc.,11027,CKB,11042,CLE,1
Mesa Airlines Inc.,11726,FOE,12266,IAH,1
Mesa Airlines Inc.,15074,SWO,12266,IAH,1
AirBridgeCargo Airlines Limited,11345,DME,11298,DFW,5
Volga-Dnepr Airlines,13771,NUQ,10884,CAY,5
Volga-Dnepr Airlines,11915,GIG,12266,IAH,6
Atlas Air Inc.,11233,CYS,11292,DEN,6
Atlas Air Inc.,11375,DOV,12478,JFK,6
Atlas Air Inc.,12263,IAB,10994,CHS,6
Atlas Air Inc.,14853,SKF,11193,CVG,6
Atlas Air Inc.,15045,SUU,12892,LAX,6
Atlas Air Inc.,12115,HGH,10299,ANC,6
Atlas Air Inc.,12125,HHN,14771,SFO,6
Atlas Air Inc.,13113,LUX,12217,HSV,6
Atlas Air Inc.,13856,OKO,15045,SUU,6
Atlas Air Inc.,15129,TAR,10994,CHS,6
Atlas Air Inc.,15872,WUX,10299,ANC,6
Southern Air Inc.,13360,MLB,11193,CVG,6
Federal Express Corporation,16860,WI6,11203,CWA,6
El Al Israel Airlines Ltd.,15258,TLV,12478,JFK,5
"Jet Aviation Flight Services, Inc.",10325,APA,14908,SNA,6
"Jet Aviation Flight Services, Inc.",10329,APF,13232,MDW,6
"Jet Aviation Flight Services, Inc.",10372,ASE,14683,SAT,6
"Jet Aviation Flight Services, Inc.",10670,BLM,10540,BED,6
"Jet Aviation Flight Services, Inc.",10778,BTL,15356,TTN,6
"Jet Aviation Flight Services, Inc.",11252,DAB,15167,TEB,6
"Jet Aviation Flight Services, Inc.",11453,DWH,10372,ASE,6
"Jet Aviation Flight Services, Inc.",11510,EGV,13232,MDW,6
"Jet Aviation Flight Services, Inc.",11728,FOK,15167,TEB,6
"Jet Aviation Flight Services, Inc.",12545,JRA,15167,TEB,6
"Jet Aviation Flight Services, Inc.",12953,LGA,11066,CMH,6
"Jet Aviation Flight Services, Inc.",13398,MMU,10540,BED,6
"Jet Aviation Flight Services, Inc.",16861,N1J,15167,TEB,6
"Jet Aviation Flight Services, Inc.",13987,OXC,15167,TEB,6
"Jet Aviation Flight Services, Inc.",14050,PDK,13541,MVY,6
"Jet Aviation Flight Services, Inc.",14182,PNE,12197,HPN,6
"Jet Aviation Flight Services, Inc.",14255,PSF,15167,TEB,6
"Jet Aviation Flight Services, Inc.",14320,PWK,13232,MDW,6
"Jet Aviation Flight Services, Inc.",14695,SBM,14321,PWM,6
"Jet Aviation Flight Services, Inc.",15167,TEB,10529,BDL,6
"Jet Aviation Flight Services, Inc.",15401,TXK,15618,VNY,6
"Jet Aviation Flight Services, Inc.",15618,VNY,12173,HNL,6
"Jet Aviation Flight Services, Inc.",10186,AEY,14321,PWM,6
"Jet Aviation Flight Services, Inc.",14153,PLS,15167,TEB,6
"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",11399,DQS,10011,1G4,6
Smokey Bay Air Inc.,10085,A72,12184,HOM,6
Smokey Bay Air Inc.,14942,SOV,14088,PGM,6
Island Air Service,10056,A43,10063,A50,6
Island Air Service,13863,OLH,10243,AKK,6
Warbelow,15725,WBQ,15061,SVS,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10245,AKN,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10247,AKP,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10304,ANI,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10349,ARC,10247,AKP,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10775,BTI,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11234,CYT,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11241,CZF,11512,EHM,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11336,DLG,10245,AKN,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11487,EDF,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11512,EHM,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11550,EMK,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11833,FYU,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11844,GAL,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12214,HSL,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12268,IAN,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12321,ILI,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12621,KBC,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12642,KCR,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12704,KKA,14856,SKK,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12807,KSM,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12844,KVL,13970,OTZ,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13111,LUR,11487,EDF,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13381,MLY,14559,RMP,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13732,NQA,13061,LRD,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13768,NUL,12214,HSL,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13868,OLS,15374,TUP,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14273,PTH,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14412,QQB,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14474,RBY,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14551,RLU,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14559,RMP,15061,SVS,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15061,SVS,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15063,SVW,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15250,TLJ,15063,SVW,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15278,TNC,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15293,TOG,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15472,UMT,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15478,UNK,10299,ANC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15504,UTO,11487,EDF,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15581,VEE,10349,ARC,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15599,VIK,11630,FAI,6
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,16311,ZNC,11630,FAI,6
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11445,DUT,10299,ANC,6
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11463,EAA,10299,ANC,6
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11511,EGX,10299,ANC,6
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",14856,SKK,15478,UNK,6
Bering Air Inc.,10112,A99,13970,OTZ,6
Bering Air Inc.,11535,ELI,15794,WMO,6
Bering Air Inc.,13942,ORV,12268,IAN,6
